,Name,Label,Origin,Shape,Height,Width,Luminosity,Brightness
24337,IG_663576.jpg,IG,Barcelona,"(360, 360, 3)",360,360,199.4003163580247,190.74979166666665
24352,IG_761488.jpg,IG,Barcelona,"(360, 360, 3)",360,360,196.05813271604939,186.74067901234568
25235,MMY_826421.jpg,IG,Barcelona,"(363, 360, 3)",363,360,189.53925925925927,186.79322530864198
26977,PMY_753076.jpg,IG,Barcelona,"(363, 360, 3)",363,360,190.7763811728395,188.05456018518518
24566,MMY_242499.jpg,IG,Barcelona,"(363, 360, 3)",363,360,180.17864197530864,176.25628086419752
25170,MMY_771502.jpg,IG,Barcelona,"(363, 360, 3)",363,360,185.66100308641975,181.1544135802469
25291,MMY_879615.jpg,IG,Barcelona,"(363, 360, 3)",363,360,194.27443672839507,192.2244675925926
24664,MMY_307426.jpg,IG,Barcelona,"(363, 360, 3)",363,360,193.41337962962962,191.81326388888888
25241,MMY_829920.jpg,IG,Barcelona,"(363, 360, 3)",363,360,191.95820216049384,190.94938271604937
27125,PMY_956519.jpg,IG,Barcelona,"(363, 360, 3)",363,360,186.95817129629629,183.51389660493828
25155,MMY_756971.jpg,IG,Barcelona,"(363, 360, 3)",363,360,187.9407947530864,184.40354938271605
27043,PMY_838423.jpg,IG,Barcelona,"(363, 360, 3)",363,360,186.00997685185186,182.05779320987654
25483,MY_161790.jpg,IG,Barcelona,"(363, 360, 3)",363,360,191.87739969135802,190.5561111111111
26389,MY_879353.jpg,IG,Barcelona,"(363, 360, 3)",363,360,198.7633950617284,198.95770833333333
25593,MY_246938.jpg,IG,Barcelona,"(363, 360, 3)",363,360,188.7971913580247,186.11399691358025
25812,MY_421128.jpg,IG,Barcelona,"(363, 360, 3)",363,360,191.5379089506173,189.31530092592592
24314,IG_539360.jpg,IG,Barcelona,"(360, 360, 3)",360,360,204.29108796296296,196.26141975308641
26825,PMY_515679.jpg,IG,Barcelona,"(363, 360, 3)",363,360,184.8134799382716,181.05452160493826
25307,MMY_89515.jpg,IG,Barcelona,"(363, 360, 3)",363,360,195.0895061728395,193.92613425925927
26659,PMY_279953.jpg,IG,Barcelona,"(363, 360, 3)",363,360,193.78722222222223,192.06207561728394
24295,IG_392442.jpg,IG,Barcelona,"(360, 360, 3)",360,360,198.18805555555556,189.91001543209876
26882,PMY_591322.jpg,IG,Barcelona,"(363, 360, 3)",363,360,193.1304012345679,191.18134259259259
25313,MMY_9004.jpg,IG,Barcelona,"(363, 360, 3)",363,360,182.8960262345679,179.48907407407407
26568,PMY_124143.jpg,IG,Barcelona,"(363, 360, 3)",363,360,189.9639351851852,187.89356481481482
26665,PMY_28818.jpg,IG,Barcelona,"(363, 360, 3)",363,360,168.2139351851852,160.52621913580248
26766,PMY_445946.jpg,IG,Barcelona,"(363, 360, 3)",363,360,175.55083333333334,170.42846450617284
24806,MMY_426110.jpg,IG,Barcelona,"(363, 360, 3)",363,360,192.32440586419753,191.08305555555555
26316,MY_828248.jpg,IG,Barcelona,"(363, 360, 3)",363,360,196.42835648148147,196.105625
26003,MY_579000.jpg,IG,Barcelona,"(363, 360, 3)",363,360,185.48788580246912,182.98248456790122
25017,MMY_632196.jpg,IG,Barcelona,"(363, 360, 3)",363,360,193.37015432098767,191.50997685185186
24491,MMY_177464.jpg,IG,Barcelona,"(363, 360, 3)",363,360,185.34695987654322,181.41413580246913
26541,MY_98644.jpg,IG,Barcelona,"(363, 360, 3)",363,360,177.29064814814814,173.15125
25988,MY_56759.jpg,IG,Barcelona,"(363, 360, 3)",363,360,180.33429783950618,175.90122685185185
26639,PMY_242801.jpg,IG,Barcelona,"(363, 360, 3)",363,360,170.56094907407407,162.09300925925925
27085,PMY_89876.jpg,IG,Barcelona,"(363, 360, 3)",363,360,181.7000925925926,177.5245524691358
24997,MMY_610298.jpg,IG,Barcelona,"(363, 360, 3)",363,360,181.38631172839507,178.0067901234568
24595,MMY_261923.jpg,IG,Barcelona,"(363, 360, 3)",363,360,196.80417438271604,196.8466435185185
26118,MY_674036.jpg,IG,Barcelona,"(363, 360, 3)",363,360,196.99783950617285,195.80801697530865
27138,PMY_985577.jpg,IG,Barcelona,"(363, 360, 3)",363,360,193.10625771604938,191.67755401234567
25855,MY_461295.jpg,IG,Barcelona,"(363, 360, 3)",363,360,183.98471450617285,181.04783950617283
26802,PMY_489113.jpg,IG,Barcelona,"(363, 360, 3)",363,360,178.47516203703702,173.31074074074073
26860,PMY_560445.jpg,IG,Barcelona,"(363, 360, 3)",363,360,189.81770061728395,186.54787808641976
26062,MY_616981.jpg,IG,Barcelona,"(363, 360, 3)",363,360,190.8173148148148,188.88801697530863
25533,MY_195677.jpg,IG,Barcelona,"(363, 360, 3)",363,360,188.8455324074074,186.6425848765432
26146,MY_694640.jpg,IG,Barcelona,"(363, 360, 3)",363,360,192.0324151234568,189.78453703703704
27110,PMY_934885.jpg,IG,Barcelona,"(363, 360, 3)",363,360,185.52189814814815,181.49813271604938
24631,MMY_290219.jpg,IG,Barcelona,"(363, 360, 3)",363,360,184.69350308641975,182.07175154320987
26255,MY_784951.jpg,IG,Barcelona,"(363, 360, 3)",363,360,198.86725308641977,199.15371913580248
25953,MY_54042.jpg,IG,Barcelona,"(363, 360, 3)",363,360,187.5244212962963,184.28853395061728
26165,MY_710459.jpg,IG,Barcelona,"(363, 360, 3)",363,360,188.10355709876544,185.19115740740742
24564,MMY_241098.jpg,IG,Barcelona,"(363, 360, 3)",363,360,196.24905092592593,196.19024691358024
25106,MMY_720207.jpg,IG,Barcelona,"(363, 360, 3)",363,360,197.69701388888888,197.04172067901234
26714,PMY_354908.jpg,IG,Barcelona,"(363, 360, 3)",363,360,182.0770524691358,177.71970679012347
25964,MY_553439.jpg,IG,Barcelona,"(363, 360, 3)",363,360,190.68265432098767,187.85506944444444
26748,PMY_402880.jpg,IG,Barcelona,"(363, 360, 3)",363,360,179.8202237654321,176.01313271604937
26857,PMY_555715.jpg,IG,Barcelona,"(363, 360, 3)",363,360,184.8700540123457,180.88696759259258
25191,MMY_791618.jpg,IG,Barcelona,"(363, 360, 3)",363,360,188.09858024691357,185.51261574074073
26360,MY_860065.jpg,IG,Barcelona,"(363, 360, 3)",363,360,188.7803086419753,186.60326388888888
25381,MMY_971359.jpg,IG,Barcelona,"(363, 360, 3)",363,360,182.14787808641975,177.47483796296297
26401,MY_888813.jpg,IG,Barcelona,"(363, 360, 3)",363,360,195.83079475308642,195.04622685185186
24770,MMY_398297.jpg,IG,Barcelona,"(363, 360, 3)",363,360,192.16802469135803,190.31676697530864
26473,MY_944589.jpg,IG,Barcelona,"(363, 360, 3)",363,360,184.80221450617285,181.00919753086418
24611,MMY_275124.jpg,IG,Barcelona,"(363, 360, 3)",363,360,177.19220679012346,172.28021604938272
24551,MMY_233428.jpg,IG,Barcelona,"(363, 360, 3)",363,360,192.43899691358024,191.17746913580248
25654,MY_301678.jpg,IG,Barcelona,"(363, 360, 3)",363,360,186.74409722222222,183.16675925925927
26866,PMY_572196.jpg,IG,Barcelona,"(363, 360, 3)",363,360,175.08733796296298,168.81474537037036
24942,MMY_56149.jpg,IG,Barcelona,"(363, 360, 3)",363,360,203.10110339506173,204.05371141975309
24771,MMY_39838.jpg,IG,Barcelona,"(363, 360, 3)",363,360,193.4586111111111,192.63587962962964
26652,PMY_266054.jpg,IG,Barcelona,"(363, 360, 3)",363,360,180.83151234567902,176.08358796296295
26788,PMY_471296.jpg,IG,Barcelona,"(363, 360, 3)",363,360,186.3096450617284,182.97916666666666
24290,IG_373361.jpg,IG,Barcelona,"(360, 360, 3)",360,360,198.9050462962963,191.1585725308642
26888,PMY_604227.jpg,IG,Barcelona,"(363, 360, 3)",363,360,189.34715277777778,187.02164351851852
24754,MMY_383935.jpg,IG,Barcelona,"(363, 360, 3)",363,360,176.6279552469136,171.22581790123456
25881,MY_481411.jpg,IG,Barcelona,"(363, 360, 3)",363,360,186.28901234567903,183.77489969135803
24621,MMY_279784.jpg,IG,Barcelona,"(363, 360, 3)",363,360,193.87064814814815,192.39103395061727
26925,PMY_655809.jpg,IG,Barcelona,"(363, 360, 3)",363,360,183.97122685185184,180.4955864197531
25140,MMY_746405.jpg,IG,Barcelona,"(363, 360, 3)",363,360,182.29560956790124,179.06515432098766
25421,MY_102008.jpg,IG,Barcelona,"(363, 360, 3)",363,360,192.02141203703704,191.29124228395062
25865,MY_470228.jpg,IG,Barcelona,"(363, 360, 3)",363,360,193.13100308641975,192.29183641975308
24921,MMY_537813.jpg,IG,Barcelona,"(363, 360, 3)",363,360,186.00617283950618,182.6574151234568
25512,MY_181485.jpg,IG,Barcelona,"(363, 360, 3)",363,360,176.99516975308643,171.67283179012347
24484,MMY_170830.jpg,IG,Barcelona,"(363, 360, 3)",363,360,191.9893209876543,190.12396604938272
26786,PMY_470988.jpg,IG,Barcelona,"(363, 360, 3)",363,360,176.5379861111111,170.95436728395063
26536,MY_98435.jpg,IG,Barcelona,"(363, 360, 3)",363,360,184.15001543209877,180.88598765432099
24749,MMY_38186.jpg,IG,Barcelona,"(363, 360, 3)",363,360,187.55689814814815,185.25148919753087
26906,PMY_635523.jpg,IG,Barcelona,"(363, 360, 3)",363,360,180.56135802469134,176.53283950617285
27056,PMY_85239.jpg,IG,Barcelona,"(363, 360, 3)",363,360,190.05436728395063,187.45902006172838
26012,MY_584716.jpg,IG,Barcelona,"(363, 360, 3)",363,360,183.9395987654321,180.60724537037038
26674,PMY_298976.jpg,IG,Barcelona,"(363, 360, 3)",363,360,185.01520833333333,182.01154320987655
26396,MY_884404.jpg,IG,Barcelona,"(363, 360, 3)",363,360,186.81405864197532,184.0720601851852
25367,MMY_953045.jpg,IG,Barcelona,"(363, 360, 3)",363,360,187.36854938271605,184.6873611111111
26869,PMY_577498.jpg,IG,Barcelona,"(363, 360, 3)",363,360,192.49229166666666,191.00150462962964
25195,MMY_797020.jpg,IG,Barcelona,"(363, 360, 3)",363,360,192.8536574074074,192.20293209876544
24643,MMY_295743.jpg,IG,Barcelona,"(363, 360, 3)",363,360,182.5534722222222,179.8596913580247
26941,PMY_689948.jpg,IG,Barcelona,"(363, 360, 3)",363,360,179.66417438271606,172.96273919753085
24279,IG_284072.jpg,IG,Barcelona,"(360, 360, 3)",360,360,178.4943287037037,171.14131172839507
26114,MY_670948.jpg,IG,Barcelona,"(363, 360, 3)",363,360,186.2892824074074,183.32185185185185
26629,PMY_230860.jpg,IG,Barcelona,"(363, 360, 3)",363,360,174.00172839506172,168.54912808641976
26096,MY_653168.jpg,IG,Barcelona,"(363, 360, 3)",363,360,189.70037037037036,186.9868287037037
27025,PMY_81713.jpg,IG,Barcelona,"(363, 360, 3)",363,360,187.07904320987655,184.5145987654321
24873,MMY_490168.jpg,IG,Barcelona,"(363, 360, 3)",363,360,174.77787808641975,169.1532947530864
25121,MMY_73213.jpg,IG,Barcelona,"(363, 360, 3)",363,360,189.13543981481482,186.7023225308642
24682,MMY_327148.jpg,IG,Barcelona,"(363, 360, 3)",363,360,195.56286265432098,195.20743827160493
24777,MMY_400491.jpg,IG,Barcelona,"(363, 360, 3)",363,360,188.78722222222223,186.33020061728396
25903,MY_500259.jpg,IG,Barcelona,"(363, 360, 3)",363,360,192.94115740740742,191.1565200617284
24708,MMY_345736.jpg,IG,Barcelona,"(363, 360, 3)",363,360,191.73936728395063,190.09872685185186
24577,MMY_24751.jpg,IG,Barcelona,"(363, 360, 3)",363,360,192.16577932098767,190.96814814814815
26847,PMY_542512.jpg,IG,Barcelona,"(363, 360, 3)",363,360,183.60111111111112,180.20356481481483
25166,MMY_768755.jpg,IG,Barcelona,"(363, 360, 3)",363,360,194.4021836419753,193.3471913580247
25823,MY_430911.jpg,IG,Barcelona,"(363, 360, 3)",363,360,179.80546296296296,176.70270061728394
26315,MY_827509.jpg,IG,Barcelona,"(363, 360, 3)",363,360,187.6007561728395,184.92414351851852
18294,PMB_0018.tiff,IG,Munich,"(400, 400, 3)",400,400,197.85523148148147,180.2409027777778
25258,MMY_852541.jpg,IG,Barcelona,"(363, 360, 3)",363,360,187.79350308641975,185.20412037037036
24946,MMY_566153.jpg,IG,Barcelona,"(363, 360, 3)",363,360,193.46689043209878,192.13894290123457
4549,MMZ_0006.tiff,IG,Munich,"(400, 400, 3)",400,400,191.48430555555555,180.30239969135803
25053,MMY_670737.jpg,IG,Barcelona,"(363, 360, 3)",363,360,195.12472222222223,193.46712962962962
24726,MMY_357704.jpg,IG,Barcelona,"(363, 360, 3)",363,360,188.06449074074075,185.03561728395061
24527,MMY_2114.jpg,IG,Barcelona,"(363, 360, 3)",363,360,188.89146604938273,186.28516203703703
26184,MY_726064.jpg,IG,Barcelona,"(363, 360, 3)",363,360,177.8863348765432,172.95844907407408
25684,MY_321048.jpg,IG,Barcelona,"(363, 360, 3)",363,360,176.79916666666668,172.15734567901234
25477,MY_155817.jpg,IG,Barcelona,"(363, 360, 3)",363,360,181.4526697530864,176.85479938271604
25778,MY_397699.jpg,IG,Barcelona,"(363, 360, 3)",363,360,178.2617361111111,173.56872685185186
24775,MMY_399802.jpg,IG,Barcelona,"(363, 360, 3)",363,360,182.21021604938272,179.55938271604938
25770,MY_391121.jpg,IG,Barcelona,"(363, 360, 3)",363,360,186.857137345679,184.42954475308642
18330,PMO_0036.tiff,IG,Munich,"(400, 400, 3)",400,400,178.3133564814815,155.54779320987655
26870,PMY_578872.jpg,IG,Barcelona,"(363, 360, 3)",363,360,177.21091049382716,172.16378858024692
26048,MY_609553.jpg,IG,Barcelona,"(363, 360, 3)",363,360,188.51019290123457,186.73708333333335
26677,PMY_300680.jpg,IG,Barcelona,"(363, 360, 3)",363,360,182.99918209876543,178.76933641975307
25567,MY_221607.jpg,IG,Barcelona,"(363, 360, 3)",363,360,173.88875,168.0395061728395
25015,MMY_63114.jpg,IG,Barcelona,"(363, 360, 3)",363,360,184.1064814814815,181.8633410493827
25086,MMY_695007.jpg,IG,Barcelona,"(363, 360, 3)",363,360,192.57065586419753,191.77809413580246
24388,IG_940598.jpg,IG,Barcelona,"(360, 360, 3)",360,360,190.63166666666666,181.88382716049384
26434,MY_909454.jpg,IG,Barcelona,"(363, 360, 3)",363,360,189.43359567901234,186.61625
25782,MY_400712.jpg,IG,Barcelona,"(363, 360, 3)",363,360,182.74356481481482,179.77349537037037
26771,PMY_456936.jpg,IG,Barcelona,"(363, 360, 3)",363,360,188.10591820987653,184.70712191358024
26328,MY_833517.jpg,IG,Barcelona,"(363, 360, 3)",363,360,186.10816358024692,182.54391203703705
24447,MMY_140045.jpg,IG,Barcelona,"(363, 360, 3)",363,360,196.95560185185184,196.9295061728395
18331,PMO_0037.tiff,IG,Munich,"(400, 400, 3)",400,400,189.9200925925926,173.2417824074074
26179,MY_722731.jpg,IG,Barcelona,"(363, 360, 3)",363,360,179.45238425925925,174.90344135802468
26512,MY_96878.jpg,IG,Barcelona,"(363, 360, 3)",363,360,184.04087191358025,179.98497685185185
26807,PMY_497112.jpg,IG,Barcelona,"(363, 360, 3)",363,360,176.3605709876543,171.08652777777777
26482,MY_950557.jpg,IG,Barcelona,"(363, 360, 3)",363,360,182.41018518518518,179.21282407407406
25795,MY_407951.jpg,IG,Barcelona,"(363, 360, 3)",363,360,191.99369598765432,190.12314043209878
25116,MMY_729525.jpg,IG,Barcelona,"(363, 360, 3)",363,360,196.96328703703705,195.51854166666666
27044,PMY_838508.jpg,IG,Barcelona,"(363, 360, 3)",363,360,185.97582561728396,182.94557870370372
24891,MMY_505537.jpg,IG,Barcelona,"(363, 360, 3)",363,360,184.87800925925927,182.5508410493827
24547,MMY_231102.jpg,IG,Barcelona,"(363, 360, 3)",363,360,182.9827700617284,179.65902777777777
6379,MYB_0006.tiff,IG,Munich,"(400, 400, 3)",400,400,173.20389660493828,149.47345679012346
24416,MMY_110819.jpg,IG,Barcelona,"(363, 360, 3)",363,360,193.32989197530864,191.7732098765432
26579,PMY_151048.jpg,IG,Barcelona,"(363, 360, 3)",363,360,160.66,150.01484567901235
25974,MY_56207.jpg,IG,Barcelona,"(363, 360, 3)",363,360,179.7660262345679,174.4781635802469
25843,MY_444564.jpg,IG,Barcelona,"(363, 360, 3)",363,360,186.76559413580247,184.35949845679013
25319,MMY_902262.jpg,IG,Barcelona,"(363, 360, 3)",363,360,198.71908950617285,198.12078703703705
27034,PMY_827546.jpg,IG,Barcelona,"(363, 360, 3)",363,360,167.05998456790124,158.9394675925926
24889,MMY_505203.jpg,IG,Barcelona,"(363, 360, 3)",363,360,192.7466435185185,190.78881944444444
25790,MY_405189.jpg,IG,Barcelona,"(363, 360, 3)",363,360,186.47828703703703,183.20431327160495
25769,MY_38787.jpg,IG,Barcelona,"(363, 360, 3)",363,360,190.46896604938271,188.00240740740742
24791,MMY_411321.jpg,IG,Barcelona,"(363, 360, 3)",363,360,192.159375,190.04296296296297
26891,PMY_609517.jpg,IG,Barcelona,"(363, 360, 3)",363,360,173.71462191358026,168.2999074074074
25089,MMY_696538.jpg,IG,Barcelona,"(363, 360, 3)",363,360,191.1954475308642,188.77650462962964
26344,MY_842784.jpg,IG,Barcelona,"(363, 360, 3)",363,360,190.14344907407408,188.67515432098764
26832,PMY_519130.jpg,IG,Barcelona,"(363, 360, 3)",363,360,187.68197530864197,184.3256790123457
24851,MMY_472273.jpg,IG,Barcelona,"(363, 360, 3)",363,360,190.89108796296296,189.51597222222222
24952,MMY_568774.jpg,IG,Barcelona,"(363, 360, 3)",363,360,193.08398919753085,191.084112654321
25238,MMY_828326.jpg,IG,Barcelona,"(363, 360, 3)",363,360,188.02604938271605,184.6498688271605
26651,PMY_265809.jpg,IG,Barcelona,"(363, 360, 3)",363,360,172.3263425925926,165.75912808641976
18306,PMO_0012.tiff,IG,Munich,"(400, 400, 3)",400,400,181.84192901234567,162.25596450617283
26015,MY_585797.jpg,IG,Barcelona,"(363, 360, 3)",363,360,191.03765432098766,188.95074845679014
26192,MY_73334.jpg,IG,Barcelona,"(363, 360, 3)",363,360,194.60308641975308,193.21309413580246
26917,PMY_647620.jpg,IG,Barcelona,"(363, 360, 3)",363,360,191.1331712962963,188.37293209876543
25040,MMY_656575.jpg,IG,Barcelona,"(363, 360, 3)",363,360,192.76206790123456,192.07116512345678
26309,MY_823559.jpg,IG,Barcelona,"(363, 360, 3)",363,360,196.91262345679013,195.9645061728395
26221,MY_757669.jpg,IG,Barcelona,"(363, 360, 3)",363,360,180.36221450617285,175.3213888888889
26826,PMY_515807.jpg,IG,Barcelona,"(363, 360, 3)",363,360,178.0329552469136,172.08260802469135
25629,MY_284921.jpg,IG,Barcelona,"(363, 360, 3)",363,360,189.19800154320987,187.46826388888888
26965,PMY_736213.jpg,IG,Barcelona,"(363, 360, 3)",363,360,190.54427469135803,188.44807098765432
25459,MY_136754.jpg,IG,Barcelona,"(363, 360, 3)",363,360,185.23199074074074,181.64337191358024
25457,MY_134565.jpg,IG,Barcelona,"(363, 360, 3)",363,360,190.675100308642,188.72617283950618
25723,MY_355269.jpg,IG,Barcelona,"(363, 360, 3)",363,360,194.55263888888888,193.875625
25105,MMY_719838.jpg,IG,Barcelona,"(363, 360, 3)",363,360,198.02461419753087,197.75491512345678
25119,MMY_7303.jpg,IG,Barcelona,"(363, 360, 3)",363,360,180.9128472222222,176.8220601851852
24679,MMY_325379.jpg,IG,Barcelona,"(363, 360, 3)",363,360,189.74197530864197,188.22998456790123
26484,MY_951641.jpg,IG,Barcelona,"(363, 360, 3)",363,360,188.4359336419753,186.6541512345679
24517,MMY_204058.jpg,IG,Barcelona,"(363, 360, 3)",363,360,197.05229166666666,196.63010030864197
25979,MY_564217.jpg,IG,Barcelona,"(363, 360, 3)",363,360,192.87997685185186,190.69228395061728
24662,MMY_307258.jpg,IG,Barcelona,"(363, 360, 3)",363,360,196.95551697530865,196.1199074074074
24856,MMY_475621.jpg,IG,Barcelona,"(363, 360, 3)",363,360,193.8485725308642,193.34912808641974
25783,MY_401595.jpg,IG,Barcelona,"(363, 360, 3)",363,360,188.60181327160493,186.3105864197531
25606,MY_261349.jpg,IG,Barcelona,"(363, 360, 3)",363,360,182.37807098765433,179.9390200617284
24347,IG_742024.jpg,IG,Barcelona,"(360, 360, 3)",360,360,199.45888888888888,191.02962962962962
24819,MMY_43498.jpg,IG,Barcelona,"(363, 360, 3)",363,360,196.53805555555556,195.80315586419752
26852,PMY_549687.jpg,IG,Barcelona,"(363, 360, 3)",363,360,191.96938271604938,190.38145833333334
25747,MY_37089.jpg,IG,Barcelona,"(363, 360, 3)",363,360,187.66354166666667,185.88446759259259
27070,PMY_875045.jpg,IG,Barcelona,"(363, 360, 3)",363,360,187.63354938271604,185.53533950617285
26090,MY_646156.jpg,IG,Barcelona,"(363, 360, 3)",363,360,183.96106481481482,181.27516203703703
25481,MY_15896.jpg,IG,Barcelona,"(363, 360, 3)",363,360,196.2049614197531,195.5696064814815
25574,MY_22578.jpg,IG,Barcelona,"(363, 360, 3)",363,360,196.2212962962963,196.3946450617284
25720,MY_351627.jpg,IG,Barcelona,"(363, 360, 3)",363,360,189.45534722222223,187.1920061728395
24374,IG_885360.jpg,IG,Barcelona,"(360, 360, 3)",360,360,192.8370138888889,183.92319444444445
24391,IG_953190.jpg,IG,Barcelona,"(360, 360, 3)",360,360,197.91351851851852,189.03094907407407
25569,MY_22182.jpg,IG,Barcelona,"(363, 360, 3)",363,360,195.32203703703703,194.4765200617284
25911,MY_505011.jpg,IG,Barcelona,"(363, 360, 3)",363,360,180.79323302469135,176.01806327160494
26626,PMY_227142.jpg,IG,Barcelona,"(363, 360, 3)",363,360,186.55429012345678,182.85109567901233
25960,MY_547780.jpg,IG,Barcelona,"(363, 360, 3)",363,360,192.99742283950619,191.30008487654322
26598,PMY_178357.jpg,IG,Barcelona,"(363, 360, 3)",363,360,181.50625,177.4741512345679
24567,MMY_242821.jpg,IG,Barcelona,"(363, 360, 3)",363,360,192.39820216049384,191.96769290123456
24675,MMY_318604.jpg,IG,Barcelona,"(363, 360, 3)",363,360,187.11020061728394,185.04768518518517
25343,MMY_927242.jpg,IG,Barcelona,"(363, 360, 3)",363,360,182.19289351851853,178.39052469135802
26027,MY_594928.jpg,IG,Barcelona,"(363, 360, 3)",363,360,164.4187885802469,157.8255401234568
26320,MY_830433.jpg,IG,Barcelona,"(363, 360, 3)",363,360,186.77398919753085,184.46787037037038
26330,MY_833930.jpg,IG,Barcelona,"(363, 360, 3)",363,360,191.0633024691358,188.6618364197531
25984,MY_565781.jpg,IG,Barcelona,"(363, 360, 3)",363,360,185.09520833333335,181.9634799382716
24962,MMY_580358.jpg,IG,Barcelona,"(363, 360, 3)",363,360,196.08051697530865,196.00983024691357
25821,MY_428595.jpg,IG,Barcelona,"(363, 360, 3)",363,360,185.68462962962963,183.38340277777777
24885,MMY_500548.jpg,IG,Barcelona,"(363, 360, 3)",363,360,189.5374614197531,187.56789351851853
26710,PMY_350364.jpg,IG,Barcelona,"(363, 360, 3)",363,360,184.93639660493827,180.5936651234568
25135,MMY_743708.jpg,IG,Barcelona,"(363, 360, 3)",363,360,193.06550925925927,190.87864969135802
25931,MY_519627.jpg,IG,Barcelona,"(363, 360, 3)",363,360,187.9562962962963,185.0054861111111
26808,PMY_497134.jpg,IG,Barcelona,"(363, 360, 3)",363,360,194.64742283950616,192.51510030864196
25452,MY_130749.jpg,IG,Barcelona,"(363, 360, 3)",363,360,188.5745061728395,186.23250771604938
24999,MMY_611784.jpg,IG,Barcelona,"(363, 360, 3)",363,360,191.69050925925927,189.74483024691358
26570,PMY_131738.jpg,IG,Barcelona,"(363, 360, 3)",363,360,182.9195987654321,178.01627314814814
25182,MMY_785007.jpg,IG,Barcelona,"(363, 360, 3)",363,360,186.75774691358023,184.2085725308642
26794,PMY_477497.jpg,IG,Barcelona,"(363, 360, 3)",363,360,190.08323302469137,188.0884799382716
24870,MMY_486684.jpg,IG,Barcelona,"(363, 360, 3)",363,360,187.81819444444446,184.39855709876542
26369,MY_866747.jpg,IG,Barcelona,"(363, 360, 3)",363,360,192.28095679012347,189.96925154320988
25438,MY_119999.jpg,IG,Barcelona,"(363, 360, 3)",363,360,174.52657407407406,170.01954475308642
26955,PMY_715143.jpg,IG,Barcelona,"(363, 360, 3)",363,360,177.11930555555554,172.46010802469135
18319,PMO_0025.tiff,IG,Munich,"(400, 400, 3)",400,400,175.12533179012345,157.4319212962963
27097,PMY_911205.jpg,IG,Barcelona,"(363, 360, 3)",363,360,175.31760030864197,169.52515432098767
26383,MY_874900.jpg,IG,Barcelona,"(363, 360, 3)",363,360,197.49775462962964,197.44432098765432
25789,MY_405059.jpg,IG,Barcelona,"(363, 360, 3)",363,360,195.0706790123457,194.39691358024692
25735,MY_365367.jpg,IG,Barcelona,"(363, 360, 3)",363,360,189.534737654321,188.33685185185186
26635,PMY_238727.jpg,IG,Barcelona,"(363, 360, 3)",363,360,186.6332484567901,182.82492283950617
25440,MY_121051.jpg,IG,Barcelona,"(363, 360, 3)",363,360,199.9563811728395,200.5763425925926
25104,MMY_719515.jpg,IG,Barcelona,"(363, 360, 3)",363,360,197.30574845679013,196.74729938271605
26136,MY_687493.jpg,IG,Barcelona,"(363, 360, 3)",363,360,194.97470679012346,194.30091049382716
26411,MY_893731.jpg,IG,Barcelona,"(363, 360, 3)",363,360,181.3477160493827,177.00088734567902
25163,MMY_765938.jpg,IG,Barcelona,"(363, 360, 3)",363,360,201.77329475308642,202.4155324074074
25814,MY_42264.jpg,IG,Barcelona,"(363, 360, 3)",363,360,200.3960339506173,199.88731481481483
26644,PMY_254816.jpg,IG,Barcelona,"(363, 360, 3)",363,360,173.58283950617283,167.2894212962963
26449,MY_918544.jpg,IG,Barcelona,"(363, 360, 3)",363,360,186.3210185185185,184.27164351851852
26594,PMY_176074.jpg,IG,Barcelona,"(363, 360, 3)",363,360,180.4758487654321,175.57378086419754
26078,MY_635777.jpg,IG,Barcelona,"(363, 360, 3)",363,360,178.34476851851852,174.4697299382716
26737,PMY_386197.jpg,IG,Barcelona,"(363, 360, 3)",363,360,196.2031790123457,195.11260802469135
25774,MY_396014.jpg,IG,Barcelona,"(363, 360, 3)",363,360,191.56118055555555,189.5679861111111
27011,PMY_798700.jpg,IG,Barcelona,"(363, 360, 3)",363,360,191.11197530864197,188.73872685185185
27141,PMY_988901.jpg,IG,Barcelona,"(363, 360, 3)",363,360,183.0212962962963,178.17929783950618
26033,MY_598453.jpg,IG,Barcelona,"(363, 360, 3)",363,360,182.0021064814815,178.74408950617283
26817,PMY_502322.jpg,IG,Barcelona,"(363, 360, 3)",363,360,164.3441049382716,155.1754861111111
24781,MMY_404145.jpg,IG,Barcelona,"(363, 360, 3)",363,360,190.84614969135802,189.01337191358024
26436,MY_909930.jpg,IG,Barcelona,"(363, 360, 3)",363,360,184.41787808641976,180.87237654320987
24934,MMY_54894.jpg,IG,Barcelona,"(363, 360, 3)",363,360,183.39635802469135,180.51405092592591
27015,PMY_804781.jpg,IG,Barcelona,"(363, 360, 3)",363,360,186.86252314814814,184.39487654320988
26884,PMY_598371.jpg,IG,Barcelona,"(363, 360, 3)",363,360,196.47543981481482,195.13333333333333
24523,MMY_209242.jpg,IG,Barcelona,"(363, 360, 3)",363,360,194.12054783950617,192.82037037037037
24476,MMY_167415.jpg,IG,Barcelona,"(363, 360, 3)",363,360,172.82375,168.22907407407408
24258,IG_146565.jpg,IG,Barcelona,"(360, 360, 3)",360,360,194.30747685185185,184.04566358024692
27066,PMY_872050.jpg,IG,Barcelona,"(363, 360, 3)",363,360,171.7235648148148,163.93743827160495
26835,PMY_520542.jpg,IG,Barcelona,"(363, 360, 3)",363,360,194.05889660493827,193.37714506172838
26736,PMY_38386.jpg,IG,Barcelona,"(363, 360, 3)",363,360,174.0343287037037,168.45895061728396
